From	Entry
9606.ENSP00000365465	G8JLG2
9606.ENSP00000372155	Q06323
9606.ENSP00000331682	Q53GT1
9606.ENSP00000364289	Q09161
9606.ENSP00000385968	Q9BQ31
9606.ENSP00000285379	P00918
9606.ENSP00000357726	P80511
9606.ENSP00000404042	Q7Z7H5
9606.ENSP00000362524	Q9UKU9
9606.ENSP00000302967	O15379
9606.ENSP00000272233	P62745
9606.ENSP00000344741	O15503
9606.ENSP00000265350	Q9H944
9606.ENSP00000330737	Q9UI09
9606.ENSP00000458770	O14561
9606.ENSP00000397402	Q9BSV6
9606.ENSP00000321835	P43268
9606.ENSP00000225729	P55039
9606.ENSP00000322316	Q99807
9606.ENSP00000263726	Q969G2
9606.ENSP00000376309	P51991
9606.ENSP00000426632	Q96RT1
9606.ENSP00000005340	O14641
9606.ENSP00000303325	P29371
9606.ENSP00000378935	Q8NEY8
9606.ENSP00000266069	Q9NWU2
9606.ENSP00000365926	Q969G6
9606.ENSP00000282344	O75317
9606.ENSP00000356918	O15400
9606.ENSP00000442460	Q13882
9606.ENSP00000280665	Q8IZD4
9606.ENSP00000379032	Q93063
9606.ENSP00000441802	O60245
9606.ENSP00000364858	Q5EG05
9606.ENSP00000257290	P16234
9606.ENSP00000233242	P04114
9606.ENSP00000237853	O00472
9606.ENSP00000419087	O95178
9606.ENSP00000354621	Q9HCE7
9606.ENSP00000347206	O43292
9606.ENSP00000230461	Q9NV96
9606.ENSP00000338157	Q05516
9606.ENSP00000366404	P14373
9606.ENSP00000322788	P03956
9606.ENSP00000356150	O15151
9606.ENSP00000295108	Q13562
9606.ENSP00000373952	O15360
9606.ENSP00000262460	Q14691
9606.ENSP00000216024	Q14565
9606.ENSP00000226574	P19838
9606.ENSP00000299022	P11150
9606.ENSP00000304429	Q9UNH6
9606.ENSP00000244020	Q13247
9606.ENSP00000322617	Q8WXA8
9606.ENSP00000365301	Q92915
9606.ENSP00000324020	Q9NS87
9606.ENSP00000381840	Q6ZN18
9606.ENSP00000354490	P50993
9606.ENSP00000383145	A8K8P3
9606.ENSP00000364403	Q5T4S7
9606.ENSP00000336740	P53667
9606.ENSP00000217026	P10244
9606.ENSP00000216341	P10144
9606.ENSP00000233156	P10646
9606.ENSP00000411355	P08575
9606.ENSP00000328169	Q9Y219
9606.ENSP00000416341	Q99435
9606.ENSP00000377508	P14923
9606.ENSP00000431800	O00303
9606.ENSP00000349709	Q8TD07
9606.ENSP00000268835	O60256
9606.ENSP00000311032	P42574
9606.ENSP00000378588	Q9Y5J7
9606.ENSP00000412189	Q8N0Y7
9606.ENSP00000279168	Q96T91
9606.ENSP00000423673	Q9P0J0
9606.ENSP00000209728	Q99741
9606.ENSP00000421380	Q96H20
9606.ENSP00000362900	Q08170
9606.ENSP00000341198	Q92859
9606.ENSP00000278412	Q08945
9606.ENSP00000286234	Q8TB45
9606.ENSP00000376352	Q15118
9606.ENSP00000268679	O75081
9606.ENSP00000306772	O43679
9606.ENSP00000299084	Q7Z699
9606.ENSP00000409382	Q9BSW2
9606.ENSP00000375777	Q9NRL3
9606.ENSP00000270879	O75636
9606.ENSP00000387006	Q9HCG8
9606.ENSP00000347198	Q7Z6B7
9606.ENSP00000316779	O00499
9606.ENSP00000351059	P49238
9606.ENSP00000462521	Q9H3M7
9606.ENSP00000221494	Q15428
9606.ENSP00000293860	Q9Y2Y1
9606.ENSP00000378517	P10451
9606.ENSP00000455507	A6NGQ3
9606.ENSP00000354718	Q12802
9606.ENSP00000216190	O15371
9606.ENSP00000359285	P43681
9606.ENSP00000349351	Q8TD16
9606.ENSP00000332973	P84022
9606.ENSP00000464813	P61353
9606.ENSP00000438455	Q9Y5J9
9606.ENSP00000380948	P05107
9606.ENSP00000272430	Q9BST9
9606.ENSP00000365569	O75955
9606.ENSP00000282369	Q9NQ86
9606.ENSP00000440556	Q14833
9606.ENSP00000384851	P11474
9606.ENSP00000288532	Q5HYK3
9606.ENSP00000462963	Q96QE5
9606.ENSP00000265140	Q9BQI6
9606.ENSP00000312673	P01241
9606.ENSP00000344468	O75056
9606.ENSP00000230658	P61371
9606.ENSP00000369373	Q9C035
9606.ENSP00000262768	P16035
9606.ENSP00000264156	Q14566
9606.ENSP00000254508	Q8TEM1
9606.ENSP00000333919	Q7Z6A9
9606.ENSP00000299259	P61201
9606.ENSP00000292174	P32302
9606.ENSP00000296859	Q8TEU7
9606.ENSP00000362803	Q9Y3C6
9606.ENSP00000449089	O00429
9606.ENSP00000338010	Q9HBE5
9606.ENSP00000253794	Q9BRG1
9606.ENSP00000329357	P08047
9606.ENSP00000422007	Q08043
9606.ENSP00000380734	Q52LJ0
9606.ENSP00000316114	Q96ES7
9606.ENSP00000296871	P04141
9606.ENSP00000228347	Q9NW08
9606.ENSP00000054666	Q15836
9606.ENSP00000464342	Q9Y3U8
9606.ENSP00000379601	P51159
9606.ENSP00000349124	Q9NY27
9606.ENSP00000380746	Q8N461
9606.ENSP00000264360	Q9P2E7
9606.ENSP00000256442	P14635
9606.ENSP00000357005	Q9Y624
9606.ENSP00000264265	Q9BS40
9606.ENSP00000449404	P05787
9606.ENSP00000265986	P14735
9606.ENSP00000363708	Q13873
9606.ENSP00000270502	Q9BSF4
9606.ENSP00000360525	P61326
9606.ENSP00000334851	Q6MZT1
9606.ENSP00000368759	Q14511
9606.ENSP00000386134	Q8NEJ9
9606.ENSP00000402935	Q92609
9606.ENSP00000362744	P62701
9606.ENSP00000302811	P48039
9606.ENSP00000368017	O60293
9606.ENSP00000356134	Q8WVM0
9606.ENSP00000355094	Q96PU8
9606.ENSP00000382218	Q19AV6
9606.ENSP00000357905	Q9UGM3
9606.ENSP00000233121	Q9UPY8
9606.ENSP00000234310	P63098
9606.ENSP00000267935	Q9H0A8
9606.ENSP00000444357	Q96FW1
9606.ENSP00000301178	P30530
9606.ENSP00000398124	Q15329
9606.ENSP00000377446	P53597
9606.ENSP00000359233	P28288
9606.ENSP00000381333	P34998
9606.ENSP00000312981	Q53GS9
9606.ENSP00000252809	Q99988
9606.ENSP00000377486	P49406
9606.ENSP00000249923	P53618
9606.ENSP00000258455	P82933
9606.ENSP00000349679	Q9NP97
9606.ENSP00000420311	P62829
9606.ENSP00000479526	Q92784
9606.ENSP00000344547	P06454
9606.ENSP00000331640	Q96B77
9606.ENSP00000254260	Q8IUC4
9606.ENSP00000276201	Q9BZI7
9606.ENSP00000428085	P62888
9606.ENSP00000483364	Q6NUS6
9606.ENSP00000470972	P39019
9606.ENSP00000343412	Q9NXR7
9606.ENSP00000316377	O14490
9606.ENSP00000267884	P37108
9606.ENSP00000368516	Q9BXB1
9606.ENSP00000257700	Q6NUQ1
9606.ENSP00000257572	O00198
9606.ENSP00000285402	Q14990
9606.ENSP00000263239	Q9NVP1
9606.ENSP00000358994	Q9UM54
9606.ENSP00000314615	Q8N6T3
9606.ENSP00000479904	Q9UBW7
9606.ENSP00000353114	Q8IVF2
9606.ENSP00000216237	Q969R5
9606.ENSP00000252951	P02008
9606.ENSP00000427900	Q9NQT8
9606.ENSP00000350199	Q10567
9606.ENSP00000308622	Q53GS7
9606.ENSP00000382341	Q92696
9606.ENSP00000321826	Q5T5C0
9606.ENSP00000260649	Q07837
9606.ENSP00000321853	P08697
9606.ENSP00000215071	P48556
9606.ENSP00000369553	P32881
9606.ENSP00000384302	Q15061
9606.ENSP00000435380	O00631
9606.ENSP00000318352	Q9Y605
9606.ENSP00000278671	Q6IAA8
9606.ENSP00000355958	Q9NZJ0
9606.ENSP00000362820	P84103
9606.ENSP00000412237	P22301
9606.ENSP00000352900	P48443
9606.ENSP00000433490	P10092
9606.ENSP00000355924	Q9NRG4
9606.ENSP00000281456	P12235
9606.ENSP00000301061	O00744
9606.ENSP00000356545	Q15878
9606.ENSP00000364864	O15066
9606.ENSP00000381098	Q9Y3R0
9606.ENSP00000268603	P55287
9606.ENSP00000222305	Q15853
9606.ENSP00000311196	Q8IUM7
9606.ENSP00000418803	Q9NPL8
9606.ENSP00000406050	A5X5Y0
9606.ENSP00000268206	Q7Z2Z2
9606.ENSP00000351022	P09493
9606.ENSP00000283632	Q9H871
9606.ENSP00000288774	O60683
9606.ENSP00000359013	O95407
9606.ENSP00000216629	P46663
9606.ENSP00000264896	Q14108
9606.ENSP00000360522	P02753
9606.ENSP00000460236	Q9HCB6
9606.ENSP00000360916	P52735
9606.ENSP00000357709	P06703
9606.ENSP00000398568	P14222
9606.ENSP00000226193	P35243
9606.ENSP00000395772	Q9BVP2
9606.ENSP00000255030	P02741
9606.ENSP00000005226	E9PNW1
9606.ENSP00000397673	Q96BT7
9606.ENSP00000337261	Q92888
9606.ENSP00000244289	Q05469
9606.ENSP00000403310	Q16560
9606.ENSP00000264613	P00450
9606.ENSP00000361027	Q4VCS5
9606.ENSP00000364749	Q9BU20
9606.ENSP00000221132	O00220
9606.ENSP00000288937	Q9NRX2
9606.ENSP00000483403	P10912
9606.ENSP00000373474	Q9HCE5
9606.ENSP00000351947	Q9H4L7
9606.ENSP00000287598	O60566
9606.ENSP00000262241	Q9UKL0
9606.ENSP00000306496	Q9H082
9606.ENSP00000346534	Q9UQD0
9606.ENSP00000315011	P25101
9606.ENSP00000267843	P21781
9606.ENSP00000299886	Q8WTW3
9606.ENSP00000244573	Q02539
9606.ENSP00000290399	Q14190
9606.ENSP00000317955	Q15075
9606.ENSP00000426191	O75943
9606.ENSP00000355759	P09874
9606.ENSP00000419952	Q14722
9606.ENSP00000216037	P17861
9606.ENSP00000023064	P82251
9606.ENSP00000280346	P10515
9606.ENSP00000363162	O75348
9606.ENSP00000246747	P36404
9606.ENSP00000414109	Q8NCD3
9606.ENSP00000402257	Q06455
9606.ENSP00000295704	Q96BH1
9606.ENSP00000251595	P69905
9606.ENSP00000355465	Q8WYP5
9606.ENSP00000402060	P15151
9606.ENSP00000392270	Q9Y3F4
9606.ENSP00000365643	Q9BZ29
9606.ENSP00000437256	Q9UPY3
9606.ENSP00000344352	P18847
9606.ENSP00000384474	Q9NX55
9606.ENSP00000325376	P52272
9606.ENSP00000385021	Q9NW38
9606.ENSP00000379092	P35070
9606.ENSP00000430432	Q92769
9606.ENSP00000252723	P01588
9606.ENSP00000340820	P10636
9606.ENSP00000441765	P12272
9606.ENSP00000265074	P17342
9606.ENSP00000377936	Q00005
9606.ENSP00000311962	Q9UJY4
9606.ENSP00000310572	P62195
9606.ENSP00000263025	P27361
9606.ENSP00000379602	P23763
9606.ENSP00000216286	Q14112
9606.ENSP00000262971	Q8N2W9
